name,title,desc
sumit35i,Nhice and creative site,The name is so funny for them that first time when I visited them it was like oh no I will never buy from them else my parents will say u are bewkoof and you buy from bewkoof as well but still when I searched through them I got to see few of products which were having lot of quotes which I never ever saw on shirts for sure these days we can get those print ourself even using the printers but who will take that headache to do it so I do recommend there t-shirts if you are in college and you love t-shirts with funny quotes.
Nik_Handa,Impressive collection of fashion clothing online!,"Bewakoof is quite popular for making cool graphic t-shirs, apart from that, they also have a vast collection of Henleys, Sports Trims and Joggers."
tanwanikomal29,Horrible customer care and sinful experience,Not sure what is wrong with the system u guys have been following till date. I have requested to return my product with order Id 4208193.
youmeandi27,Awsome super hero stuff,"I used to see Ads of bewakoof.com on Facebook, one day I went on the site and the stuff I found there was mind-blowing!"
kartikeya_m,Really impressed!,"I used to see Ads of bewakoof.com on facebook, one day I went on the site and the stuff I found there was mind blowing! , I ordered a t-shirt a superman vest and a lower( from men clothing) , first of all the service they provide is really good and fast. If you want to buy funky clothes or you want to buy casual clothes for yourselves, I don't think you will find a better place than this website. All I can say is that I love this website!"
Suneel_Joshi,Bewakoof.com - A Nice Shopping Site,"Hello Guys, Today I am going to share my first experience about this crazy site. The website initially starting with lots of casual t-shirt's designs. I Bought a Plain Orange T-shirt from this site. The quality of the product is excellent. They have really changed the fashion a lot with products embedded with catchy lines, funny slogans. The website is creative and has a large variety of colours and design, I recommend this site."
aneesmohd791,Not refund money back,My  order id 4108287 I had send my product 1 month back but yet I have not received my refund  there is no call back customer support I think itz not a guinine website .
anujtanwar1234,Expensive with poor quality products....,I bought boxer( GHANTA ) 2 months back and they charges 400 rupee for that which is very expensive and around 2 months of use it expands from medium size to large size and the print of the boxer is vanished and now boxer look like simple boxer.
solitudelad,Poor quality clothes,After going through their websited I liked couple of t shirts with some cool prints but I was doubtfull whether to order or not as clothes are not from any brand and I felt like they are manufactured by some local brand. But after thinking I ordered couple of t shirts from bewakoof.com but it turned out to be a bewakoof decision aprat from some cool prints its not worthy at all as their clothes are not comfortable and are manufactured by some street factory. I sincerely advise don't expect any brand clothing or comfort its just prints which are fascinating else it was waste of money for me.
gudsness,Bad an terrible,This is a very bad website no direction nothing. Very user friendly tho. This website has absolutely rubbish costumer service where the typically reply in NEVER. This website has good cases tho they fit too tight that my edged phone is becoming curved. The print on the back is low quality and 1 of my cases the print started fading away. Just hope nothing goes wrong with your experiences during the payment as they never reply so if you lose money it will never come back to you!
aakashtomar208,None came to pickup the order i want to return.,I ordered 3 shorts from bewakoof.com from which I want to return 1 short because its printing was not so good so I contacted them through this email( care@bewakoof.com) .
vrishi86,Cheap quality and ordinary stuff,I ordered a moto g3 phone cover from bewakoof which doesn't even fit on the phone properly. The quality looks cheap and very below ordinary. Never ever buying anything from here. No proper customer care contact process except for a mail id to stare at. At your own risk.
neha198645,Awesome Experince,One of the best on line site.i am an internet shooping freak and  I have ordered many products from numerous site.I have the best experience dealing with bewakoof.com.i have ordered 3 products earlier.by seeing the quality I have ordered 2 more.
raniswamy007,Really Bewakoof to purchase products in Bewakoof,MY HUSBAND HAS A HORRIBLE EXPERIENCE online shopping in Bewakoof.com.
manpreetsinghkain,Its website making bewkoff,Its 101% fraudable website
misbahpathan860,Making people bewakoof,I ordered a women top from bewakoof.com because it was in some offer
Maninoah,Bewakoof.com..but there are not fooling us...,Name is bewakoof.com.you will get the great product and different product from website.they are something different. very different.because such hot and super.design.i buyed one track pant.superman.full of superman.design.that was tooo awesome. and it look like high quality. because it gives a premimum look.from my choice my friend too purchased from this website. and after this I am thinking to buy a another track pant because of low cost.and good quality.
MANI456,No Confirmation on the Order,I requested a Moto-G 2nd GEN. mobile phone spread from Bewakoof.com around a week back from its application. But first it wasn't taking my request I don't know for what is the reason.
HsoehR,Product not delivered but Amount deducted,"Bewakoof.com is making dolt to clients, I put request of shirt on 5th May worth of Rs 360/ -, Order No. #2556477, I made transactions by platinum card, charges have been deducted from my bank account."
ritwik350,Joggers is worth every single penny!,Just in love with their joggers. I was looking for joggers all over the internet and was not able to find good ones. I have been a customer of Bewakoof since 2 years now and their Joggers have to be their best product till date.
ankitarya98,Desirable fr all,This ecommerce company is one of the best company for youngsters who want to be in swag always.it provide different designed tshirts especially the tshirts which has comment on it.these are awesome comments which we use in our daily life but its way of presenting is just awesome.
ashutosh_little,For Trendy Fashion Lovers,Bewakoof is the site which I observed to be most desirable over design particularly to teenagers and it so a la mode and best brands in India and items looks great and I likewise found that in ther are telephone back spreads additionally.
trivedibabbu014,Don’t be Bewakoof,"Well, guys! Bewakoof .com is mainly fashion website. But now they have started selling mobile accessories also. This website targeted customer of college students. We office going people may not feel comfortable to visit this website as we usually wear formal."
akhil199600,Best for fashion,Bewakoof is the site which I found to be most preferable to fashion especially to teenagers.
abhi_91,Bewakoofs can be tempting...,"3 years back, TWO, TOO stubborn IITians, followed their heart and chose to refuse mindless high paying jobs to become entrepreneurs. They aspired to bring a change in how people consume fashion and formed BEWAKOOF.com."
mehtaparth786,It was too good,I ordered 3 T-shirt. All three matched my expectations like always. I have shopped a lot from bewakoof and your team has never failed to fulfill my expectations.
gs8851333,"I suggest wesites like myntra, amazon, jabong",.Bewakoof.com  is a fashion website which was selling clothes but now they sells phone covers also. The products are really attractive to youngsters like college students.
priyansharora9198,Good for youngsters..,"Bewakoof.com is mainly a fashion website, in this website you will find a lot of products with funny quotes on it, previously they sell only clothes but then they also added phone covers for several famous phones with some really cool quotes on it."
krishnenduopt,Funny product,"When I see first time this website, really got laugh."
hunkdevil05,Totally waste,Bewakoof what a joke type site name its have but they make people very well mostly you saw there t-shirt and all the t-shirt they show are good in web site maximum you saw there printed t-shirt I like printed t-shirt but they are fraud friends the price of there products is higher then other site and quality wise they are low .
Imrakesh,Bewakoof it is a funny name lol,"Yes I must say to bewakoof, dont be fool to give that name to your company."
dasck27,Bad quality-High Price,"Here they have cool collection of tshirt mainly for youth. I like all graphic tshirt collection from bewakoof.com,  I have ordered two tshirt from this website, both of them are of low quality material and also fit is not perfect."
Hameed444,Bewakoof site and products,This site waste and damage items in this site we can't trust this site becuz I also order product in this site and damage product are came in this site name only saying about this bewakoof.com it means bewakoof site and product when compare to other sites like snapdeal amzon this are trusted products and site
chandrakantrajak12,Beware of Bewakoof.com because they can fool you.,"Nowadays ther are various online stores set up which sells almost every item at an amazing cost, bewakoof.com is also a new one which has an expertise in selling printed t-shirts and mobile phone covers."
Zeeshan123,Good website,I got some customized smiley t-shirts from bewakoof and I must say that the quality and the product satisfaction was verg good .
qureshiadnan836,Awesome apparels :),"Great shopping experience with bewakoofically Bewakoof.com, I like your cool clothing stuff and funky captions. Keep adding style in our life and keep growing, one day you will become number one website in India. I bought many clothing stuff from other websites but never got such unique and awesome products. Recommended Bewakoof.com to many of my friends too and even they don't have any problem or dissatisfaction with you guys. Happy customer of Bewakoof.com."
abhi19851985,Zero Quality Control,"I had ordered a vest from bewakoof.com and had paid the price online. The order came within 7 days, but the product that I got was seriously troublesome."
iamgulshan10,Good site for teenagers,Bewakoof.com is specially designed for teenagers for apparels that look funky and cool.
tanishqm45,No Comments for this Website,"Dear Team, I have ordered a Mi4 Mobile cover from Bewakoof.com . I paid the amount via my bank account online and the order was confirmed. I got an email of order confirmation. Today being 2015 I have not yet received the order. I wrote email on care@bewakoof.com however I have not received any reply from their end. I now need to cancel my order but it states that I need to email the request to them."
luicismith,Little Bit Fraud there,"Hello, I have ordered a tshirt of Rs 595 from bewakoof.com. Firstly till 4 5 days they have not given any status of delivery when I asked for the status they have mentioned that we have cancelled your request. though I have not cancelled it. I have asked for refund then firstly they have sent me refund form and now they are telling my request was a cash on delivery. Now they are not replying to my emails."
simplyjo,I love Bewakoof designs,"Bewakoof is wacky, cool and a whole lot of fun to buy on."
abdullahseraj,Great Designer Clothing!,"I bought a t-shirt from bewakoof.com for rs.500 and I am very happy with the product. The tshirt got shipped before the estimated delivery time and the packaging was also of good quality. The tshirt was of good quality cotton and the printing was also very good. They offer a huge variety of clothing with memes and jokes on it which looks very unique and is eye catching. The payment process is a bit slow. Firstly, I thought that this is a fake site but it is very secure and reliable. They also offer cash on delivery which is very convinient. If you are looking for tees with memes and popular jokes on them then you can buy products from this site as it is very reliable and is easy to use ."
lavanyagp13,STREET PHONE COVERS MUCH BETTER THAN BEWAKOOF.COM,DONT PURCHASE PHONE COVERS EXPECTING GOOD QUALITY .
rampalrane,Only Designs-Bewakoof.com,"I have vist this site many times.One thing I admit that the designs and printing shown on clothes on website are really cool, comedy and fashionable. The text you read on WhatsApp l, that text you may get here on your t shirt.I get a much variety to select a t shirt. Mainly you will get printed t shirt."
sourabh1693,They make us bewakoof....,"I have ordered few clothes from Bewakoof.com. I believe as its name is I have expereince the same thing, that is they are making Bewakoof to users.They have approved my order and its showing in my account, but I dont know where is my product and when will I get it."
abhijeet03,Pls stop fooling bewakoof.com,"Bewakoof.com is an average shopping site they dnt have branded collections. There are wide collections of tshirts , shirts and other clothing but u cant trust those brands. Also this site applies delivery charges on each purchase no matter u shop for 100 rs or 10000 rupees."
rkkumr1988,An average site,Bewakoof.com is an average site for those who has an official choice.
ruddin,This Website Is For Youth,"When I initially opened bewakoof.com, I perused this site for around 30 minutes, they have bunches of shirt with astounding quotes."
rajeshvaishnav,Bewakoof is a cool casual-wear brand,"Bewakoof has taken the revolutionary approach to create products in house and sell directly to customers. It’s a no-middleman, no-rentals, no-markups business model, which is centered around selling straight to customers online."
shettyrahul8june,Horrible Products.,"TBH, very disappointed with the quality of the product. I bought 10 T-shirts and 2 mobile covers. Color of the T-shirts(""Chain Smoker"", ""Middle finger to racism, casteism, . etc"", ""Incredible Hulka"") started fading within 2 washes. The quality of the T-shirts sucks."
vaibhavarora08,"Pathetic,Horrible,Totally Unprofessional","Hi,"
siddharthkhanna786,Don;t Order From Bewakoof.com,"Order ID3235359. They r really running fake site no after sale communication and after sale service at all I got wrong size so I sent them mails more then 150 in 10 days but no reply also there phone numbers not working they post fake numbers no I am helpless with wrong orders wasted my money, time and energy. don't buy anything otherwise you will cry. but no reply. THEY R REALY bad, unprofessional . they are running with 2 staff members there site so they can't provide you service."
dagapradyumna86,Bewakoof.com making bewakoof,I ordered a  T shirt some good 12 days back. I had opted for the COD option. The t shirt hadnt arrived all these days and the order status showed that my t shirt had been approved and was being processed. But today when I opened my account and saw the status it showed the order had been canceled.
mail2kratigupta,"Stupid, non sense and super irritating services.","Non sense website and pathetic services. I'd ordered a mobile cover some 10 days back and haven't received it yet. To make the matter worse, there is no intimation from them  about the delay or the product out of stock or whatsoever, not even a single message."
Fiverishy,Youthy touch-in love <3,"The brand has a gigantic fan taking after, which has served to settle on it a famous decision for various Bollywood creation houses. Bewakoof has supplied stock to loads of Bollywood films."
umangmandot9,Bad services,Recently I purchased two boxer from their site and they have  it yet its 5 day.
Mkreti,"Good website, Great Service","When I initially opened bewakoof.com, I browsed through this site for around 17-20 odd minutes. They have some stunning string of Tees with appealing punchlines."
rdaraz,Youth Brand & Products,"The brand has a gigantic fan taking after, which has served to settle on it a famous decision for various Bollywood creation houses. Bewakoof has supplied stock to loads of Bollywood films."
umaster,Superb Quality,"When I first opened bewakoof.com, I browsed this website for around 30 minutes, they have lots of t-shirt with amazing quotes."
xxtirthxx,Best in quality,"I visit this sit because my friend was recommended me about it. I visit and see they have many nice designed t-shirts payjamas, mobile covers. I see many design and o shortlist few mobile covers design for buy next time. But before I was worried about the quality of their service and products."
Sukhvir_Rataindian,Best quality products,One of my friend suggested me this site. I visit it and see they have very unique and amazing design t-shirts. I order 2 tees from them .I get my order within 3 days. Its really good and fast service. The t-shirts looks much better then site pictures. Its very comfortable And well designed .I get nice discount as well. Thanx to rohit who suggested me about this amazing site.
OzSun9999,Love this Site,"Most of the e-commerce sites selling unconventional, quirky apparels don't have plenty of options to select from. Designs and patterns are limited."
poojagala888,For sure shopping at Bewakoof.com,I wanted to shop a phone cover for my friend and hence I shopped from bewakoof.com
bhavyad0802,Bewakoof.com,Bewakoof.com is a site for online shopping. I remember buying a shirt for my friend which was actually a good quality but I was somewhat dissappointed with the services.
kukrejakukki,Poor customer service,"I have placed an order on this online portal , after I have got the delivery their post delivery services are just nonsense. As I have got wrong size I have requested for replacement ."
sagarrawat007,Pathetic service,This site having meri bad service they can't  even bother abt their customers. I purchased  a tees which I got oversized.
Theexplorer,Great collections _ Awesome designs,"Bewakoof is a fun brand with some creative designs. They trendy, funny and quirky designs for T- shirts, pyjamas and boxers."
Sanjay_More,One stop shop for fun and quirky apparels,"When I was looking up for fun tshirts, I stumbled upon this website and was amazed to see the vast collection of not only tshirts but also boxers, phone covers etc."
RucheM,"Cool website, awesome products",Happy with their products and the quality.  Regular buyer and they have a wide variety to offer every time I visit their website.
Subhi888,Great website.....no complaints!!!,"I just read the previous review and I think the complaint is irrelevant. Bewakoof.com is an online shopping brand for apparels like Tshirts, pjs, boxers and phone covers."
rubypanda,Fooling customers,Sorry very unhappy. I had ordered a special size and brand of sanitary napkin. They just sent a cheap variety instead.
RekhaaD,Love their phone covers,"Bewakoof has great variety of phone covers. It was very hard to choose just one. They have gud options for samsung and iphone covers.I ad heard few complaints and was not sure, but last week I had order for a Dream Catcher iPhone 5/5s Phone case and it was delivered to me within 7days, thanks you guys. I totally love the cover."
pradeep630,It is a good plateform to buy new brand's product,"Before 3 or 4 months I know about this website . I thinked that this is new in online shopping market, let's try it so I ordered a T - SHIRT from this website ."
90210gabby,Really good stuff..witty and fun graphics!,"While randomly browsing through on fb, came across bewakoof.  Was looking to buy a friend a Tee. Ended up buying myself something as well."
teena950,Good Collection,"Bewakoof.com is one website that I always end up browsing for new clothes, now a days. I recently purchased a legging and a pyajama."
agniva850,Way to go bewakoof.com! :),"Bewakoof.com is good website for online shopping of clothing and mobile accessories. They are having good collection for man and women ranging from boxers, sweat shorts to T-Shirts, Shirts and hoods at really affordable price.  They are having mobile accessories too with classy design for almost all the mobile phones."
tejasviawasthi123,A happy customer,Have been a regular shopper at Bewakoof.com  since a year. They have amazing products at great price and discounts. It is definitely a fashion destination. The wide range of collections they have is superb  I have also been a huge fan of their prompt delivery and services.
gauravbhadairiya,Fair review,"I am writing the review as there are lots of mixed reviews here on mouthshut. So, I thought to share my fare opinion. I have ordered from bewakoof.com just because of the recommendation by one of my friend who is a really big fan of their products. So I thought to give it a try. I am gymoholic, so I ordered 2 Sweat Shorts and 2 Printed Vests. I received the products within 4-5 days. I liked the following things:"
hiteshnarwani123,Nice collection of casual shirts.,I would like to take this opportunity to spread few words about Bewakoof.com. I bought excellent gifts(shirt and mobile cover) for my brother and I am truly happy with the service they provide.
karan1,Fast service,"I am going to share my views from my last purchase from Bewakoof.com. I ordered many products few for me, few for my brother. One thing I love about  Bewakoof.com is its packaging, it's packaging is awesome and the product inside is totally safe."
Mohsid1,One of the best fashion website.,"I have visited and bought products from many online shopping sites. But yes, Bewakoof.com gives me products worth my time and money!"
Tammana1,Cycle women Pyjamas,Happy with the product and service of Bewakoof.com. I often use Bewakoof.com and my recent purchase was Cycle Women Pyjamas
sumit1489,Click on it & be the part of fashion :),Few days back one of my friend was talking about Bewakoof.com. At the first point I was little confused what kind of name this company has but when I visited there website the collection was ow some and loves there prints and punch line.
atifaslam0981,Amazing Products!!!!!,"I am a very big fan of their products. Recently ordered vests, t-shirts, boxers for summers. I also ordered 2 mobile covers, a week back. Got the package with prompt delivery. Thumbs up for the superior quality and designs. There are a lot of variety on their site. My next order would be their New Shirts Collection."
abhi8692,Cool Stuff! A must checkouts for youths!,This is my sixth order from Bewakoof.com. My first order was an year ago and I am really looking forward to order more from their sites. As I am really happy with their collections and the quality of the products.
vjagia,Amazing Collection,"One of the best e-commerce company I would rather say one of the best online brand. I received the product within the given time frame and I just loved the quality of the product, the print is really nice and I m really looking forward to order more stuff soon."
ravichaubey42,If your patience level is high.. still don't buy,"My first order(No: 2576903)through COD, carried out on 30th April 2015. Till today shipment not process. Till today(ie on 08th may)order not delivered. All I would say, even though their products looks vibrant n cool delivery will make u hell. No customer service. Even if youre lucky, contact numbers wont reach u."
irshad_ansari214,Best online shopping.,Don't go for its name its name is just bewakoof(fools) but it not make fools to customer. It's the one of the best online shopping website I ever seen. All products are available in  this shopping website and in a different different brand.
pnkjvvdy,Don't purchase anything from  Bewakoof.com,My Order no: 2552983
sibyumen,If your patience level is high.. still don't buy,"My first order(No: 2578549)through Prepayment, carried out on 30th April 2015. On 2nd May, post telecom with them confirmed shipment through TANVI couriers. But till today(ie on 07th may)order not delivered."
ilenesarah,Cute stuff at affordable prices!,"I have ordered quite a few items from bewakoof.com. As the name sounds, the website is completely opposite. They have amazing and very cute and innovative designs which have stolen my heart. I've bought a mobile case, few t-shirts and few mugs as well."
naavisrock,Latest fashion,"I was not much aware from Bewkoof.com, I have seen many advertisement on net of Bewkoof.com, like with some of funny phrase or few very meaningful phrase written on the T-shirt. Once my cousin told me this site is real, and there is huge collection of T-shirt for both boy and girls."
sambitjena22,Targetting youth clicks this time,I have always been a fan of funky shirts and tees with different slogans and writings but then always have to search for such designs on shops and street side mostly because websites usually don't keep such kind of collections but then I would seriously like thank the founders of the website.
sood22shankar,KOOl Flip up t-shirts.,One day I was just randomly checking out their websites I came across these flip up t-shirts and I had not seen something like this anywhere. So I decided to show it to my friends and we all kind off decided to buy together. All 5 of us bought different ones and we got it at good rate.
parsadsushma,Good cases good variety good rates.,There are very few websites which provide good mobile cases and bewakoof is one of them. they have alot of variety and prints available for most of the phones so I bought myself 2 cases for Canvas Knight A350  and one of the reason why I buy from bewakoof is because they sell their products at really good rates.
parekhparrashmi,Cute boxers and pyjamas...and affordable clothes,"I am Rashmi a Shopaholic. I have shopped from a lot of websites, so I have a good rough knowledge here and then. one day I came across bewakoof.com and I came across a lot that could be see here. other then the huge variety of cases available and even liked the boxers and pyjamas they have cute prints and designs and looked surprisingly good with tshirts."
aamangoswamy425,Awesome new collection yaar. Sabhi bohot acha lag.,I had heard alot of good reviews about this website from my friends so I thought of trying it myself some day.
ishdutta,Should really work on their customer service,"I will share my experience of purchasing a T shirt from Bewakoof.com. If you browse the site, you'll find some really cool prints or slogans on very simple T-shirts. I found one really funny and decided to buy it. I normally wear small size but one friend suggested me that I should buy one size larger because their S size is too small. So I ordered a medium one."
krishagarwal55,Worst service,I have ordered a shirt 4 days ago and till now it has not been shipped. The trouble dosent end here I called their couatomer care  and they make me wait for 10 mins saying all executives are busy and then cut my call and charge 3rs per minute I tried calling them 4 times and each time same result.
sandip_p,Never order anythng from BEWAKOOF.com,Worst Customer Care Support. Never order anythng from BEWAKOOF. Itz worst in every scenario. Ordering from BEWAKOOf is makin FOOl of you.
lostandrecovered,Never make any purchase from Bewakoof,Very Poor Service. Ordered on 10th December'15 and order has no yet been shipped from dealer side even after 15 days. Never make any purchase from Bewakoof.
deepankar_gupta19,Ordering Anything From Bewakoof Is Bewakoofiyaa,Worst Delivery Service. Worst Customer Care Support. Itz a week down and still waiting for my order. Never order anything from BEWAKOOF.
avinashd87,Never Ever order anything here..APPEAL to Everyone,"I have ordered Few T-shirts and Sweat Shirts from Bewakoof.com. I believe as its name predicts, Bewakoof ban gaya s**a main."
kalpeshsalunke617,Pathetic site...,"Bewakoof.com has to improve their service and site. I ordered 3 t-shirts: Order ID: 1570765, but when I called them after 5 days, they said it is out of stock."
nishisanghvi17,'Mast' Hoodie,I recently bought a hoodie from bewakoof.com and found that it is very comfortable and warm.
mahekshah918,I bought awesome new tshirts from bewakoof.com,"I bought a bewakoof T-shirts sometime ago, and I really love the print!"
adarshpareta,"They Make Bewakoof,so don't shop from Bewakoof.com",I ordered a hoodie via bewakoof.com but I didn't like the quality so requested for return but they told me its not possible. Only exchange is possible.
reubenmisquitta12,Bewakoof.Com Is Really Awsome !!,Some people face problems through bewakoof! my guidance is be patient! Delhivery courier replies ur mails! so if u not getting it on time mail them! do not call because it doesn't works!
sakshamkathuria,Snapdeal real fraud,Order no: 2788397900
2ritusoni,Never buy from this website,Horrible delivery service. The no. Of times I have called and mailed. I would have better bought a product after going to a branded store. I ordered a product on 25th sept. N its still not delivered.
pritamdebdas,DONT BUY ANY  PRODUCT FROM THIS WEBSITE!!,"I hv placed an order since 1mnth ago and they dont even shipped the product sill now.I hv called atleast 15time to the care, but they didnt give me the proper reason!"
nutter_rid,Bewakoof.com - Name says it all!,"To Whoever-wants-to-have-a-good-shopping-experience, This is the 1st time I'm going to write my thoughts about an online shopping website and trust me my experience is anything but good. So I had ordered a pullover from bewakoof.com for a friend's b'day and even though I had paid from my debit card I never got a confirmation text or e-mail stating that they had received the payment and were going to process my order."
RonikaS,Just like their Name: BEWAKOOF Service,"One common question, Why do we prefer shopping online?"
sumitgpt786125,Late delivery,I ordered three shorts from this site 1 week before but yet not received it. Even the tracking system is very bad as compared to other sites.
vipulgehlot,Tees,Tees of an awesome quality. Its an amazing feeling to wear bewakoof tees.I had a good experience buying it online.
iamgopal009,Awesome Sleeveless!,Bought a sleeveless from their website. its really cool! I wear em to my gym and people always point it out. :P love the site yaar.
ankitbhardwaj18,The print will start to bleed after 2-3 time wash,After washing my tshirt after 2-3 times it has started loosing its color. The whole print has started to bleed color around the tshirt.
Rohan18verma,Worth trying out! love it!,The website looked like a newbie website initially haha but I made up my mind and decided to place my order for a t-shirt to try their stuff out.... and obviously it was cash on delivery so I had no worries. :P
rahulbelekar,Pathetic Customer Service,"I had ordered from the site and paid through card. Its been a month since the order is not received, every time I call the customer service they say that they will deliver by Friday it has been 4 Fridays and still the product is not received. PLEASE DON NOT BUY FROM THE SITE THEY CHEAT."
Gomzyiscoool,Stylish-- for a month only,"I ordered a T-shirt, it wasnt stitched properly and the neck also stretched after a month. I liked the quotes, but the amount was not worth for a month only. I do not recommend."
badjaguar007,Very good for the 1st order,I am writing this review coz some guys wrote the review before me and it was why I ordered without fear of troubles from bewakoof.com and I am happy they were right. Blue Dart shipping + Good quality package.
rishikesh1989,Bewakoof.com,Bought a Plain Red T-shirt from Bewakoof.com . The quality of the T-shirt is excellent. The website is creative and has a large variety of colours and design.
yatish27,One refreshing site for innovative ideas fro Tees,"I recently order ""The big bong Theory""  T shirt from bewakoof.com. I should say they have one of the most new.youth oriented designs and tag lines. The site is a bit buggy and not very good at its UX but the catalog has very good products."
aawasthi28,"Insanity, madness",Just received my keh ke lunga t-shirt from bewakoof.com. Really cool tee. Must say the display page made me feel a little sceptical but as it turns out the product was really cool.
Ritwiksharma,Mast,http://www.bewakoof.com mast website hai. maine aur mere bhai ne meme t-shirts buy kiya . t-shirts are very good. drawback yehi hai ki cash on delivery nahi hai yeh log ke pass abhi tak. but service aachi lagi mujhe.
alaukikkumar,Good enough,Even though the website is little buggy and slow but the catalog is goo. And the delivery reached in 2 days. The t shirt material is good cotton and the print quality.
abhinanda505,Awesome!,Just received my order of 2 t-shirts from this website called bewakoof.com so thought of writing this review. I would like to mention that the design and t-shirt quality are great. and the designs on the website are also really nice. Found this website a refreshing change compared to all the other Indian t-shirt websites out there. designs are funny and youth oriented.
feyori3965,The app is too slow.,"The app is too slow. Mostly everything needs to be tapped twice or thrice to get to the right page. Many redirects to the wrong pages. But the new version of the app is so much better than the previous one. very smooth. It's really me satisfied and now I really want to buy something. also, I love the quality of the clothes! Awesome designs and colors. But very bad interface at the moment."
yaloyo1001,"Must say, I have had quite a mixed experience","I must say, I have had quite a mixed experience with the BEWAKOOF app. While I absolutely love the quality of their products, I have encountered some frustrations with the app itself. The speed is definitely an issue, as it often requires multiple taps to navigate to the desired page and sometimes redirects me to the wrong ones. The new version of the app is not as smooth as its predecessor, which can be quite frustrating at times. my overall shopping"
patelshreya6367,I had a great experience with bewakoof.com,I had a good experience with bewakoof.com. they have amazing oversized t-shirts and even they have nice pajamas. I loved them.
patilsaheb161968,"Best online shopping apps in inda right now. ,????","Recently I had some minor glitches but they were fixed within hours, so it's not really worth mentioning.I've been a customer of BEWAKOOF for the past few years. I have faced no issues with them and they are my go-to clothing store. I am very satisfied with the quality of their clothes and find that they are a great value for money. It's been a great experience so far and I will continue"
ashvinipatil4407,One the most big anime collection t-shirts websit.,I am always looking for the perfect product and I have been using BEWAKOOF for years. The new update is great because it has more filters and it has become easier to find the perfect product with the perfect size and colors. I love the app! ??
pintukumar82708,"Best online shopping app in india,??????",I shopped for my Mum and Dad from here on the occasion of their
jalupatel167,Best online shopping app in india ????,"This is one of the best online shopping apps I've ever used. The service has been excellent, my clothes always arrive quickly and in great quality, their payment system is very easy to use, I can return or refund my purchases easily. There are so many other amazing features I could go on listing but sorry to make this testimonial so long!"
freebuy0101,I Loved this app. Absolutely perfect,"I loved this app. Absolutely lovely for perfect clothing. Just a suggestion that you must add more products like the variety is less I understand that you upload your own products but if possible increase the stock. Also re-stock the same items. Like many times I ordered M for myself but because of size issues, I want to exchange but couldn't find other sizes because of their unavailability. So kindly re-stock the product soon. Otherwise, an absolute delight to shop from this app."
patilrockstars,Bewakoof is best online shopping app out of all.,It's been a while since I've had an app that has been so fun and easy to use.
kabirsingh261193,I'm very happy with my purchase!,I bought a T-shirt from BEWAKOOF and was really happy with the quality of the material and print.
patilashish2611,I am in love with their new design collection.,I have been following Bewakoof for a few months now am always psyched to see the new arrivals go live.
eunicesanders321,Return/Exchange Experience on Bewakoof,"Recently, I bought a few outfits, out of which one of the tees did not fit me and I thought of getting it exchanged. However, in the beginning, I was quite skeptical about indulging in the process as I am new to this website but eventually I realized that the process is very easy and anybody can do it easily. Along with that, there are no extra charges for the same. It is a great E-Commerce website in today’s time. I have had a good experience in getting back the exchanged product as well. The delivery is on time; even the delivery agents are very polite."
vivek647,I loved that hoodie.....,"After searching a lot for a nice and comfortable hooded vest, I stumbled upon Bewakoof’s website. This is my first experience of shopping from this online store. Firstly, I thought of trying the collection of hooded vests for various reasons. Getting the quality correct was one of the biggest concerns for me. As I work out regularly and having such a vest could be of immense help, I ordered two of them from Bewakoof. The quality has come out to be nice and as expected. There are no complaints regarding that. Additionally, I have got a discount on both the products individually as I enrolled myself in the Tribe Membership program. I have got both the vests from a brand named Fugazee, which has a decent collection of men’s clothing. I would recommend you guys to purchase vests from Bewakoof. Can’t wait to shop more and share my experience with you guys."
AnujSharma815,Awesome Product liked it,"Recently, I purchased shorts and boxers in bulk from the brand Clovia on Bewakoof. To my surprise, the quality of all the products that I have received is extremely good.  It is something I did not expect in the first place. Once I checked the quality of the products, I can tell you guys that it is made of amazing material, just the right ones to give a good experience to girls in the summer wear category. I am soon planning to get the similar products for my brother to check if it comes out to be the same. All in all, a nice experience."
RahulKumar761,Good E Commerce Site,"Ever since I have purchased so many of my outfits from Bewakoof, I have become its fan. They take special note of customer’s requirements, as far as I feel so because I have got everything I wanted in those products. Starting from the soft material to the quality of the product, everything seems very nice. I have washed the clothes multiple times after the purchase and regular use; there is no discoloration or any problem that may have been seen in the products. In today’s times, finding a promising E-Commerce website like Bewakoof is a blessing as it does not compromise quality."
singhvarsha8102,Amazing Option,"This wasn't the first time I have bought something from Bewakoof. I have a collection of t-shirts with serval print &n quotes written on them of my choice. I can say that one would surely not be disappointing if they are looking for some great tees collection for the summer reason. The young people will hugely connect to the designs that are available on the website. I prefer brands links campus sutra, which have a massive collection of many types of clothing's. It is not retracted to males or females, rather they provide option for both in great manner"
NaveenSharma754,Good Services,"This is first time I purchased a Kurti from Bewakoof. To my surprise the quality of the Kurti came out to be good. A lot of you might be skeptical about going ahead with purchasing product product from Bewakoof, believe me there service is very good. Logging in to there official site, choosing the product & then finally placing the order will seems like a hassle free process due to how they have designed their sites. So my recommendation would be to purchase from bewakoof because my experience doing the same has been pleasant and I hope to continue shopping from here"
