pull-right,profile-img href,b-lazy src,b-lazy src 2,user-ms-name,user-ms-name href,usr-addr-text,total-rev-counts,total-rev-counts href,total-followers-counts,total-followers-counts href,col-10,col-10 href,rating,views,rating 2,rating 3,rating href,label,more,more 2,more 3,flag-review-text href,flag-review-text src,share,share 2,share 3,share 4,share 5,rc src,like-image-new src,rar-rate,tooltip,comment-image-new src,comment-clk,share-text-icon src,share-text-icon,btn,btn 2,btn 3,tooltip-content,b-lazy src 3,tooltip-content 3
Reply as Brand,https://www.mouthshut.com/lavanyagp13,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,lavanyagp13,https://www.mouthshut.com/lavanyagp13,India,1 Review,https://www.mouthshut.com/lavanyagp13/reviews,,,STREET PHONE COVERS MUCH BETTER THAN BEWAKOOF.COM,https://www.mouthshut.com/review/bewakoof-review-purqlsuqmu,"Jan 06, 2016 01:54 PM",4622 Views,,,,Response Received,DONT PURCHASE PHONE COVERS EXPECTING GOOD QUALITY .,"I bought a phone cover recently & expected it to be of better quality than the ones you buy on street but surprisingly & disappointingly  .In less than a month it has got cracked on all edges & broken too .The time when it falls & breaks is understood but even with the usual daily handling the condition gets bad so soon. In comparison with the street phone cover, they handle the usage better & for way longer & not to forget cheaper.",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,4,https://www.mouthshut.com/Images/comment-icon.svg,Comments 2,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,,
Reply as Brand,https://www.mouthshut.com/rampalrane,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,rampalrane,https://www.mouthshut.com/rampalrane,Delhi India,65 Reviews,https://www.mouthshut.com/rampalrane/reviews,3 Followers,https://www.mouthshut.com/account/trust_by.php?user=rampalrane,Only Designs-Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-susmmlqrlu,"Dec 29, 2015 11:27 PM",5569 Views,,,,Response Received,"I have vist this site many times.One thing I admit that the designs and printing shown on clothes on website are really cool, comedy and fashionable. The text you read on WhatsApp l, that text you may get here on your t shirt.I get a much variety to select a t shirt. Mainly you will get printed t shirt.","As the rate of clothes on bewakoof.com is so affordable, though I placed order of 2 t shirts. It get arrived in 4 days of order date. But when I opened my package, the print was there but the quality made be the names of website. The fabric is so poor, after 2 -3 washes it leaves its color and get dull.","I will not recommend to buy clothes from bewakoof.com by just watching the prints, quotes etc",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,4,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/sourabh1693,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,sourabh1693,https://www.mouthshut.com/sourabh1693,India,244 Reviews,https://www.mouthshut.com/sourabh1693/reviews,17 Followers,https://www.mouthshut.com/account/trust_by.php?user=sourabh1693,They make us bewakoof....,https://www.mouthshut.com/review/bewakoof-review-tuqstqnrlu,"Dec 29, 2015 06:25 PM",5482 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"I have ordered few clothes from Bewakoof.com. I believe as its name is I have expereince the same thing, that is they are making Bewakoof to users.They have approved my order and its showing in my account, but I dont know where is my product and when will I get it.","I wasted my money on this website also had told my couple of friends to use this site if they want to buy clothes but they also got same experience, they did what their name is.",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,3,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/abhijeet03,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,abhijeet03,https://www.mouthshut.com/abhijeet03,mumbai India,73 Reviews,https://www.mouthshut.com/abhijeet03/reviews,19 Followers,https://www.mouthshut.com/account/trust_by.php?user=abhijeet03,Pls stop fooling bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-lqrpmnmrut,"Dec 15, 2015 11:27 PM",5852 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Bewakoof.com is an average shopping site they dnt have branded collections. There are wide collections of tshirts , shirts and other clothing but u cant trust those brands. Also this site applies delivery charges on each purchase no matter u shop for 100 rs or 10000 rupees.",I would suggest stay away frm it and try other sites.,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,4,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/rkkumr1988,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,rkkumr1988,https://www.mouthshut.com/rkkumr1988,Beawar India,90 Reviews,https://www.mouthshut.com/rkkumr1988/reviews,13 Followers,https://www.mouthshut.com/account/trust_by.php?user=rkkumr1988,An average site,https://www.mouthshut.com/review/bewakoof-review-llrqrnqqut,"Dec 15, 2015 02:08 PM",6503 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,Bewakoof.com is an average site for those who has an official choice.,Actually why this site one can get those types of stuffs that one is only useful for youngsters and those people who like the latest items of vagabonds.,I also went there and Searched for a long time shirts pants shoes belts and everything but I didn't get satisfied because the stuff was not useful for me as I am a middle age man and I need the things and very sober way but on this site will get the stuff completely funny and funky.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,9,https://www.mouthshut.com/Images/comment-icon.svg,Comments 2,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/ruddin,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,ruddin,https://www.mouthshut.com/ruddin,Delhi India,112 Reviews,https://www.mouthshut.com/ruddin/reviews,4 Followers,https://www.mouthshut.com/account/trust_by.php?user=ruddin,This Website Is For Youth,https://www.mouthshut.com/review/bewakoof-review-lsmqsmsput,"Dec 14, 2015 03:09 PM",6830 Views,,,,Response Received,"When I initially opened bewakoof.com, I perused this site for around 30 minutes, they have bunches of shirt with astounding quotes.",I checked every last quote and shirt. I was searching for some hunk or exercise center sort shirts. At long last I discovered few and I requested them.,"Their conveyance administration is entirely not too bad they conveyed me the items in 6 days. When I opened the bundle, I felt great in light of the fact that shirt were precisely same which I requested and quality was likewise incredible. I have bosses them around 4 months back and shirts are still as it seems to be, there is not any issue. Its truly a cool site for cool folks.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,10,https://www.mouthshut.com/Images/comment-icon.svg,Comments 2,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/rajeshvaishnav,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,rajeshvaishnav,https://www.mouthshut.com/rajeshvaishnav,Vadodara India,4 Reviews,https://www.mouthshut.com/rajeshvaishnav/reviews,1 Follower,https://www.mouthshut.com/account/trust_by.php?user=rajeshvaishnav,Bewakoof is a cool casual-wear brand,https://www.mouthshut.com/review/bewakoof-review-trpmonqptt,"Dec 01, 2015 12:01 PM",7571 Views,,,,Response Received,"Bewakoof has taken the revolutionary approach to create products in house and sell directly to customers. It’s a no-middleman, no-rentals, no-markups business model, which is centered around selling straight to customers online.","A Bewakoof follows his heart, regardless of society’s resistance and rules!","While he walks his own path, a Bewakoof sees limitless inspiration to change the world for better and make a difference.In all our diversities, there’s a bit of Bewakoof in each one of us!",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,11,https://www.mouthshut.com/Images/comment-icon.svg,Comments 2,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,,
Reply as Brand,https://www.mouthshut.com/shettyrahul8june,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,shettyrahul8june,https://www.mouthshut.com/shettyrahul8june,"575001, India India",3 Reviews,https://www.mouthshut.com/shettyrahul8june/reviews,1 Follower,https://www.mouthshut.com/account/trust_by.php?user=shettyrahul8june,Horrible Products.,https://www.mouthshut.com/review/bewakoof-review-umnnpupptt,"Dec 01, 2015 11:37 AM",8281 Views,,,,Response Received,"TBH, very disappointed with the quality of the product. I bought 10 T-shirts and 2 mobile covers. Color of the T-shirts(""Chain Smoker"", ""Middle finger to racism, casteism, . etc"", ""Incredible Hulka"") started fading within 2 washes. The quality of the T-shirts sucks.","I have a ""Eat Sleep Rave Repeat"" mobile cover. Repeat word was completely faded. Guys observe their site. They do not have a review for each product section.",The quality of the products shown on the site and the ones they deliver is way o different. Please do not buy products from them. Stop cheating people for God sake. Utterly pissed.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,10,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,,
Reply as Brand,https://www.mouthshut.com/vaibhavarora08,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,vaibhavarora08,https://www.mouthshut.com/vaibhavarora08,Sonipat India,1 Review,https://www.mouthshut.com/vaibhavarora08/reviews,,,"Pathetic,Horrible,Totally Unprofessional",https://www.mouthshut.com/review/bewakoof-review-srtunmpptt,"Dec 01, 2015 09:38 AM",7108 Views,,,,Response Received,"Hi,",Request everyone not to get attracted by designs presented on site.,These guys do not provide any assistance for delivery.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,12,https://www.mouthshut.com/Images/comment-icon.svg,Comments 2,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,,
Reply as Brand,https://www.mouthshut.com/siddharthkhanna786,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,siddharthkhanna786,https://www.mouthshut.com/siddharthkhanna786,"Mumbai Chhatrapati Shivaji, Mumbai, Maharashtra, India India",3 Reviews,https://www.mouthshut.com/siddharthkhanna786/reviews,,,Don;t Order From Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-totosoturt,"Nov 01, 2015 05:47 PM",9333 Views,,,,Response Received,"Order ID3235359. They r really running fake site no after sale communication and after sale service at all I got wrong size so I sent them mails more then 150 in 10 days but no reply also there phone numbers not working they post fake numbers no I am helpless with wrong orders wasted my money, time and energy. don't buy anything otherwise you will cry. but no reply. THEY R REALY bad, unprofessional . they are running with 2 staff members there site so they can't provide you service.",SIDDHARTH KHANNA,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,12,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,11,,,
Latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/dagapradyumna86,https://image3.mouthshut.com/images/imagesu/m/dagapradyumna86.png,https://image3.mouthshut.com/images/Offline/Common/Images/Badge/popular.png,dagapradyumna86,https://www.mouthshut.com/dagapradyumna86,noida India,40 Reviews,https://www.mouthshut.com/dagapradyumna86/reviews,,,Bewakoof.com making bewakoof,https://www.mouthshut.com/review/bewakoof-review-smmmunssrt,"Oct 29, 2015 12:23 AM",9979 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,I ordered a  T shirt some good 12 days back. I had opted for the COD option. The t shirt hadnt arrived all these days and the order status showed that my t shirt had been approved and was being processed. But today when I opened my account and saw the status it showed the order had been canceled.,I had done nothing and the order itself got canceled. And then I called the customer service but nobody picked up the phone. Some days back I had ordered a phone cover which took 10 days to reach me. Really fed up. Also the variety of items are limited.,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,11,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,https://www.mouthshut.com/APP_THEMES/Default/IMAGES/verified-member-icon.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/mail2kratigupta,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,mail2kratigupta,https://www.mouthshut.com/mail2kratigupta,Pilibhit India,1 Review,https://www.mouthshut.com/mail2kratigupta/reviews,,,"Stupid, non sense and super irritating services.",https://www.mouthshut.com/review/bewakoof-review-tonrnlnoqt,"Oct 06, 2015 02:33 PM",10608 Views,,,,Response Received,"Non sense website and pathetic services. I'd ordered a mobile cover some 10 days back and haven't received it yet. To make the matter worse, there is no intimation from them  about the delay or the product out of stock or whatsoever, not even a single message.","Then got a speed post number somehow on calling, and it's your take to track it down and do the follow up. These people don't take any responsibility at all. Once the money is in their account, everything done, that's all. Now, the customer will take care of the delivery himself. I'm highly disappointed and annoyed. Will never order anything again from here.",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,8,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,,
Reply as Brand,https://www.mouthshut.com/Fiverishy,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,Fiverishy,https://www.mouthshut.com/fiverishy,"Chittorgarh, India India",6 Reviews,https://www.mouthshut.com/fiverishy/reviews,2 Followers,https://www.mouthshut.com/account/trust_by.php?user=fiverishy,Youthy touch-in love <3,https://www.mouthshut.com/review/bewakoof-review-ostnlnmnqt,"Oct 04, 2015 01:30 PM",10971 Views,,,,Response Received,"The brand has a gigantic fan taking after, which has served to settle on it a famous decision for various Bollywood creation houses. Bewakoof has supplied stock to loads of Bollywood films.","I checked the ladies' top segment and was hoping to discover few cool, crazy tops and shirts. In any case, I was shocked the boundless gathering and wound up requesting 5 tops. Well known dialogs, taglines imprinted on shirts and not simply dark or white shirts, a lot of choices to choose from.",Truly awed with the quality and outline. There is not any issue. Its really a cool website for cool guys.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,10,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ram94,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/umangmandot9,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,umangmandot9,https://www.mouthshut.com/umangmandot9,India,3 Reviews,https://www.mouthshut.com/umangmandot9/reviews,,,Bad services,https://www.mouthshut.com/review/bewakoof-review-rrltqlnmqt,"Oct 02, 2015 01:05 PM",10526 Views,,,,Response Received,Recently I purchased two boxer from their site and they have  it yet its 5 day.,Worst est service design are awesome but worst service also they don't any customer support they only talk on email but on email they don't reply wisely which is required to make customer satisfied worst delivery service.,Hope they will send my order this year only.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,5,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/Mkreti,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,Mkreti,https://www.mouthshut.com/mkreti,Ghaziabad India,99 Reviews,https://www.mouthshut.com/mkreti/reviews,13 Followers,https://www.mouthshut.com/account/trust_by.php?user=mkreti,"Good website, Great Service",https://www.mouthshut.com/review/bewakoof-review-lsqppsrtpt,"Sep 29, 2015 09:36 AM",10687 Views,,,,Response Received,"When I initially opened bewakoof.com, I browsed through this site for around 17-20 odd minutes. They have some stunning string of Tees with appealing punchlines.","I looked through the website for some tees(esp. some striking quotes). I was actually looking out for some ""out-of-the-box"" tees and I found the desired ones and ordered it right away.",Their team handling the delivery part is very functional and active in terms of service as I got my items delivered within 5 days as proposed.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,7,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/rdaraz,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,rdaraz,https://www.mouthshut.com/rdaraz,Bareilly India,547 Reviews,https://www.mouthshut.com/rdaraz/reviews,94 Followers,https://www.mouthshut.com/account/trust_by.php?user=rdaraz,Youth Brand & Products,https://www.mouthshut.com/review/bewakoof-review-sumqsontpt,"Sep 28, 2015 04:13 PM",10002 Views,,,,Response Received,"The brand has a gigantic fan taking after, which has served to settle on it a famous decision for various Bollywood creation houses. Bewakoof has supplied stock to loads of Bollywood films.","I checked the ladies' top segment and was hoping to discover few cool, crazy tops and shirts. In any case, I was shocked the boundless gathering and wound up requesting 5 tops. Well known dialogs, taglines imprinted on shirts and not simply dark or white shirts, a lot of choices to choose from.","Truly awed with the quality and outline. Exceptional and inclining plans in addition to incredible administration, in any event according to my experience makes this site unique. Aside from array, there are portable spreads too. Trust they incorporate couple of more classes like stickers, packs, and so on.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,7,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/umaster,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,umaster,https://www.mouthshut.com/umaster,Delhi India,427 Reviews,https://www.mouthshut.com/umaster/reviews,25 Followers,https://www.mouthshut.com/account/trust_by.php?user=umaster,Superb Quality,https://www.mouthshut.com/review/bewakoof-review-pluqrloppt,"Sep 23, 2015 06:10 PM",10689 Views,,,,Response Received,"When I first opened bewakoof.com, I browsed this website for around 30 minutes, they have lots of t-shirt with amazing quotes.",I checked each and every quote & t-shirt. I was looking for some hunk or gym type t-shirts. Finally I found few & I ordered them.,"Their delivery service is quite decent they delivered me the products in 6 days. When I opened the packet, I felt very good because t-shirt were exactly same which I ordered & quality was also excellent. I have ordered them around 4 months back & t-shirts are still as it is, there is not any issue. Its really a cool website for cool guys.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,7,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/xxtirthxx,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,xxtirthxx,https://www.mouthshut.com/xxtirthxx,- India,131 Reviews,https://www.mouthshut.com/xxtirthxx/reviews,2 Followers,https://www.mouthshut.com/account/trust_by.php?user=xxtirthxx,Best in quality,https://www.mouthshut.com/review/bewakoof-review-sorqmntopt,"Sep 23, 2015 11:47 AM",10282 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"I visit this sit because my friend was recommended me about it. I visit and see they have many nice designed t-shirts payjamas, mobile covers. I see many design and o shortlist few mobile covers design for buy next time. But before I was worried about the quality of their service and products.",I order one T-shirt and one mobile cover for my Samsung galaxy s4 mobile. Its was very good in quality. I get my order within 4 days.,Its was packed nicely. I was very happy because it was available with nice discount rate. I try T-shirt it was good in fitting and best in design too. I reply like the printing quality .it was nice in comfort too. The mobile cover was very nice in quality . im going to order more products From this site its best for shopping. Just try then and take benefits of their service.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,5,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/Sukhvir_Rataindian,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,,Sukhvir_Rataindian,https://www.mouthshut.com/sukhvir_rataindian,Banga India,162 Reviews,https://www.mouthshut.com/sukhvir_rataindian/reviews,12 Followers,https://www.mouthshut.com/account/trust_by.php?user=sukhvir_rataindian,Best quality products,https://www.mouthshut.com/review/bewakoof-review-tnlstnrmot,"Sep 07, 2015 05:03 PM",12007 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,One of my friend suggested me this site. I visit it and see they have very unique and amazing design t-shirts. I order 2 tees from them .I get my order within 3 days. Its really good and fast service. The t-shirts looks much better then site pictures. Its very comfortable And well designed .I get nice discount as well. Thanx to rohit who suggested me about this amazing site.,I will order many others from it in future. They provide best quality products with affordable price. I recommended this to every one just visit and try they are best.,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,6,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/OzSun9999,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,OzSun9999,https://www.mouthshut.com/ozsun9999,Bangalore India,646 Reviews,https://www.mouthshut.com/ozsun9999/reviews,86 Followers,https://www.mouthshut.com/account/trust_by.php?user=ozsun9999,Love this Site,https://www.mouthshut.com/review/bewakoof-review-psluntntnt,"Aug 31, 2015 09:04 PM",12555 Views,,,,Response Received,"Most of the e-commerce sites selling unconventional, quirky apparels don't have plenty of options to select from. Designs and patterns are limited.","Fortunately, that is not the case with this site. The first impression depends on how the site looks. Just like the products on sale, the site looks modern, offbeat and I couldn't help but explore it further.","I checked the women's top section and was expecting to find few cool, funky tops and t-shirts. But I was taken aback by the vast collection and ended up ordering 5 tops. Popular dialogues, taglines printed on t-shirts and not just black or white t-shirts, plenty of options to select from.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,5,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
